     125      12      45     664       1       0     .11     .15     .23     .01
     126      12      45     648       1       0     .11     .15     .23     .01
     127      12      45     538       0       0     .11     .15     .23     .01
     128      12      45     672       0       0     .11     .15     .23     .01
     129      12      45     681       0       0     .11     .15     .23     .01
     130      12      45     640       1       0     .11     .15     .23     .01
     131      12      45     632       0       0     .11     .15     .23     .01
     132      12      45     632       0       0     .11     .15     .23     .01
     133      12      45     713       1       0     .11     .15     .23     .01
     134      12      45     589       1       0     .11     .15     .23     .01
     135      12      45     664       1       0     .11     .15     .23     .01
     136      12      45     560       1       0     .11     .15     .23     .01
     137      12      45     592       1       0     .11     .15     .23     .01
     138      12      45     548       1       0     .11     .15     .23     .01
     139      12      45     651       1       0     .11     .15     .23     .01
     140      12      45     622       0       0     .11     .15     .23     .01
     141      12      45     577       0       0     .11     .15     .23     .01
     142      12      45     681       0       1     .11     .15     .23     .01
     143      12      45     592       0       0     .11     .15     .23     .01
     144      12      45     618       1       0     .11     .15     .23     .01
     145      12      45     618       0       0     .11     .15     .23     .01
     147      12      45     561       1       1     .11     .15     .23     .01
     149      13      40     645       0       0     .26     .82     .74     .05
     150      13      40     559       1       1     .26     .82     .74     .05
     151      13      40     632       1       1     .26     .82     .74     .05
     152      13      40     545       1       0     .26     .82     .74     .05
     153      13      40     610       0       1     .26     .82     .74     .05
     154      13      40     585       1       1     .26     .82     .74     .05
     155      13      40     584       1       1     .26     .82     .74     .05
     156      13      40     553       0       1     .26     .82     .74     .05
     157      13      40     607       1       1     .26     .82     .74     .05
     158      13      40     508       1       1     .26     .82     .74     .05
     159      13      40     550       0       1     .26     .82     .74     .05
     160      13      40     570       1       1     .26     .82     .74     .05
     161      13      40     548       0       1     .26     .82     .74     .05
     162      13      40     561       1       0     .26     .82     .74     .05
     163      13      40     502       1       1     .26     .82     .74     .05
     164      13      40     540       0       1     .26     .82     .74     .05
     165      13      40     580       1       1     .26     .82     .74     .05
     166      13      40     592       0       1     .26     .82     .74     .05
     167      13      40     601       0       1     .26     .82     .74     .05
     168      13      40     612       0       0     .26     .82     .74     .05
     169      13      40     624       1       1     .26     .82     .74     .05
     170      13      40     610       1       1     .26     .82     .74     .05
     171      14      38     654       0       0     .25     .29     .33     .01
     172      14      38     560       0       0     .25     .29     .33     .01
     173      14      38     610       0       0     .25     .29     .33     .01
     174      14      38     538       0       1     .25     .29     .33     .01
     175      14      38     505       1       1     .25     .29     .33     .01
     176      14      38     568       1       0     .25     .29     .33     .01
     177      14      38     605       0       1     .25     .29     .33     .01
     178      14      38     542       0       0     .25     .29     .33     .01
     179      14      38     560       1       1     .25     .29     .33     .01
     180      14      38     550       0       0     .25     .29     .33     .01
     181      14      38     599       1       0     .25     .29     .33     .01
     182      14      38     654       1       1     .25     .29     .33     .01
     183      14      38     632       1       0     .25     .29     .33     .01
     184      14      38     577       0       0     .25     .29     .33     .01
     185      14      38     676       0       0     .25     .29     .33     .01
     186      14      38     610       1       0     .25     .29     .33     .01
     187      14      38     643       0       0     .25     .29     .33     .01
     189      15       8     626       1       0    -.76     .53     .38    -.04
     190      15       8     728       1       0    -.76     .53     .38    -.04
     191      15       8     551       1       0    -.76     .53     .38    -.04
     192      15       8     574       0       1    -.76     .53     .38    -.04
     193      15       8     550       0       1    -.76     .53     .38    -.04
     196      15       8     564       0       0    -.76     .53     .38    -.04
     197      15       8     643       0       1    -.76     .53     .38    -.04
     198      15       8     538       0       1    -.76     .53     .38    -.04
     199      15       8     591       1       0    -.76     .53     .38    -.04
     200      15       8     672       1       0    -.76     .53     .38    -.04
     201      15       8     617       0       0    -.76     .53     .38    -.04
     203      15       8     542       1       1    -.76     .53     .38    -.04
     204      15       8     526       0       1    -.76     .53     .38    -.04
     202      15       8     588       1       1    -.76     .53     .38    -.04
     194      15       8     607       0       1    -.76     .53     .38    -.04
     195      15       8     613       1       0    -.76     .53     .38    -.04
     188      15       8     547       1       1    -.76     .53     .38    -.04
     205      16      17     537       1       1    -.59     .80     .73    -.56
     206      16      17     566       1       1    -.59     .80     .73    -.56
     207      16      17     570       0       1    -.59     .80     .73    -.56
     208      16      17     543       0       1    -.59     .80     .73    -.56
     209      16      17     545       1       1    -.59     .80     .73    -.56
     210      16      17     542       0       1    -.59     .80     .73    -.56
     211      16      17     585       0       1    -.59     .80     .73    -.56
     212      16      17     610       1       1    -.59     .80     .73    -.56
     213      16      17     567       1       0    -.59     .80     .73    -.56
     214      16      17     617       0       1    -.59     .80     .73    -.56
     215      16      17     589       0       0    -.59     .80     .73    -.56
     216      16      17     578       0       1    -.59     .80     .73    -.56
     217      16      17     531       1       1    -.59     .80     .73    -.56
     218      16      17     568       1       1    -.59     .80     .73    -.56
     219      16      17     542       1       0    -.59     .80     .73    -.56
     233      17      10     568       1       0     .22     .00     .02     .27
     220      17      10     676       0       0     .22     .00     .02     .27
     221      17      10     687       0       0     .22     .00     .02     .27
     222      17      10     752       0       0     .22     .00     .02     .27
     223      17      10     605       0       0     .22     .00     .02     .27
     224      17      10     681       1       0     .22     .00     .02     .27
     225      17      10     602       1       0     .22     .00     .02     .27
     226      17      10     559       0       0     .22     .00     .02     .27
     227      17      10     585       1       0     .22     .00     .02     .27
     228      17      10     660       0       0     .22     .00     .02     .27
     229      17      10     586       0       0     .22     .00     .02     .27
     230      17      10     604       1       0     .22     .00     .02     .27
     231      17      10     630       0       0     .22     .00     .02     .27
     232      17      10     575       0       0     .22     .00     .02     .27
     234      18      44     596       0       1    -.13    1.00     .29    -.25
     235      19       1     554       0       1    2.51     .27     .22    1.04
     236      19       1     612       1       0    2.51     .27     .22    1.04
     237      19       1     651       0       0    2.51     .27     .22    1.04
     238      19       1     618       0       0    2.51     .27     .22    1.04
     239      19       1     615       1       0    2.51     .27     .22    1.04
     240      19       1     676       0       0    2.51     .27     .22    1.04
     241      19       1     651       1       0    2.51     .27     .22    1.04
     242      19       1     676       0       0    2.51     .27     .22    1.04
     243      19       1     610       1       1    2.51     .27     .22    1.04
     244      19       1     628       0       0    2.51     .27     .22    1.04
     245      19       1     624       0       0    2.51     .27     .22    1.04
     246      19       1     667       0       1    2.51     .27     .22    1.04
     247      19       1     638       1       1    2.51     .27     .22    1.04
     248      19       1     622       1       0    2.51     .27     .22    1.04
     249      19       1     640       1       0    2.51     .27     .22    1.04
     250      20      17     566       0       0   -1.28     .00     .73    -.56
     251      21      55     557       0       0    -.53     .63     .61     .56
     252      21      55     585       0       1    -.53     .63     .61     .56
     253      21      55     591       0       1    -.53     .63     .61     .56
     254      21      55     636       0       0    -.53     .63     .61     .56
     255      21      55     574       0       1    -.53     .63     .61     .56
     256      21      55     563       1       1    -.53     .63     .61     .56
     257      21      55     604       0       0    -.53     .63     .61     .56
     258      21      55     581       1       0    -.53     .63     .61     .56
     259      21      55     596       1       1    -.53     .63     .61     .56
     260      21      55     593       0       1    -.53     .63     .61     .56
     261      21      55     613       1       1    -.53     .63     .61     .56
     262      21      55     612       1       0    -.53     .63     .61     .56
     263      21      55     628       1       0    -.53     .63     .61     .56
     264      21      55     559       0       1    -.53     .63     .61     .56
     265      21      55     636       0       1    -.53     .63     .61     .56
     266      21      55     632       0       0    -.53     .63     .61     .56
     267      21      55     588       1       1    -.53     .63     .61     .56
     268      21      55     591       1       1    -.53     .63     .61     .56
     269      21      55     586       0       1    -.53     .63     .61     .56
     270      22      16     648       0       0    -.36     .17     .36    -.53
     271      22      16     672       0       0    -.36     .17     .36    -.53
     272      22      16     615       1       0    -.36     .17     .36    -.53
     273      22      16     634       0       0    -.36     .17     .36    -.53
     274      22      16     596       1       0    -.36     .17     .36    -.53
     275      22      16     577       1       0    -.36     .17     .36    -.53
     276      22      16     618       0       1    -.36     .17     .36    -.53
     277      22      16     543       0       0    -.36     .17     .36    -.53
     278      22      16     632       0       0    -.36     .17     .36    -.53
     279      22      16     643       0       0    -.36     .17     .36    -.53
     280      22      16     634       1       0    -.36     .17     .36    -.53
     281      22      16     588       1       1    -.36     .17     .36    -.53
     282      22      16     657       1       0    -.36     .17     .36    -.53
     283      22      16     654       1       0    -.36     .17     .36    -.53
     284      22      16     585       0       0    -.36     .17     .36    -.53
     285      22      16     615       0       0    -.36     .17     .36    -.53
     286      22      16     584       0       0    -.36     .17     .36    -.53
     287      22      16     589       0       0    -.36     .17     .36    -.53
     288      22      16     657       1       1    -.36     .17     .36    -.53
     289      22      16     615       1       0    -.36     .17     .36    -.53
     290      22      16     624       0       1    -.36     .17     .36    -.53
     291      22      16     589       0       0    -.36     .17     .36    -.53
     292      22      16     580       1       0    -.36     .17     .36    -.53
     293      23       5     654       1       0     .45     .07     .17     .09
     294      23       5     657       1       0     .45     .07     .17     .09
     295      23       5     584       0       0     .45     .07     .17     .09
     296      23       5     634       1       0     .45     .07     .17     .09
     297      23       5     620       0       0     .45     .07     .17     .09
     298      23       5     667       1       0     .45     .07     .17     .09
     299      23       5     547       0       0     .45     .07     .17     .09
     300      23       5     626       0       1     .45     .07     .17     .09
     301      23       5     628       1       0     .45     .07     .17     .09
     302      23       5     694       0       0     .45     .07     .17     .09
     303      23       5     702       0       0     .45     .07     .17     .09
     304      23       5     664       1       0     .45     .07     .17     .09
     305      23       5     553       1       0     .45     .07     .17     .09
     306      23       5     607       0       0     .45     .07     .17     .09
     307      23       5     645       1       0     .45     .07     .17     .09
     309      24      47     588       1       1    -.46     .44     .56    -.47
     310      24      47     508       0       1    -.46     .44     .56    -.47
     311      24      47     559       1       0    -.46     .44     .56    -.47
     312      24      47     598       0       0    -.46     .44     .56    -.47
     313      24      47     561       1       1    -.46     .44     .56    -.47
     314      24      47     550       1       1    -.46     .44     .56    -.47
     315      24      47     560       0       0    -.46     .44     .56    -.47
     316      24      47     667       1       0    -.46     .44     .56    -.47
     317      24      47     571       1       1    -.46     .44     .56    -.47
     318      24      47     624       0       1    -.46     .44     .56    -.47
     319      24      47     602       1       0    -.46     .44     .56    -.47
     320      24      47     578       0       0    -.46     .44     .56    -.47
     321      24      47     591       0       0    -.46     .44     .56    -.47
     322      24      47     667       1       0    -.46     .44     .56    -.47
     323      24      47     493       0       1    -.46     .44     .56    -.47
     308      24      47     591       1       0    -.46     .44     .56    -.47
     324      25      39     580       1       0    -.75     .00     .33     .01
     325      25      39     554       0       0    -.75     .00     .33     .01
     326      26      23     530       1       1    -.23    1.00     .35     .17
     341      27       7     604       1       1    -.58     .56     .37     .03
     327      27       7     566       0       1    -.58     .56     .37     .03
     328      27       7     551       1       1    -.58     .56     .37     .03
     329      27       7     640       0       0    -.58     .56     .37     .03
     330      27       7     595       0       1    -.58     .56     .37     .03
     331      27       7     551       1       0    -.58     .56     .37     .03
     332      27       7     593       1       0    -.58     .56     .37     .03
     333      27       7     628       0       0    -.58     .56     .37     .03
     334      27       7     605       1       1    -.58     .56     .37     .03
     335      27       7     604       0       0    -.58     .56     .37     .03
     336      27       7     560       0       1    -.58     .56     .37     .03
     337      27       7     610       0       0    -.58     .56     .37     .03
     338      27       7     620       1       1    -.58     .56     .37     .03
     339      27       7     592       0       0    -.58     .56     .37     .03
     340      27       7     593       1       1    -.58     .56     .37     .03
     342      27       7     535       0       1    -.58     .56     .37     .03
     343      28      11     589       0       0    -.11     .00     .63     .30
     356      29      55     584       1       0     .61     .54     .61     .56
     344      29      55     638       0       1     .61     .54     .61     .56
     345      29      55     620       0       0     .61     .54     .61     .56
     346      29      55     543       1       0     .61     .54     .61     .56
     347      29      55     628       0       0     .61     .54     .61     .56
     348      29      55     584       0       1     .61     .54     .61     .56
     349      29      55     582       0       1     .61     .54     .61     .56
     350      29      55     593       1       1     .61     .54     .61     .56
     351      29      55     580       0       1     .61     .54     .61     .56
     352      29      55     571       1       0     .61     .54     .61     .56
     353      29      55     626       1       1     .61     .54     .61     .56
     354      29      55     608       0       0     .61     .54     .61     .56
     355      29      55     604       0       1     .61     .54     .61     .56
     357      30      42     563       1       0    -.31     .14     .30     .28
     358      30      42     596       0       0    -.31     .14     .30     .28
     359      30      42     624       0       0    -.31     .14     .30     .28
     360      30      42     520       0       0    -.31     .14     .30     .28
     361      30      42     632       0       0    -.31     .14     .30     .28
     362      30      42     571       0       0    -.31     .14     .30     .28
     363      30      42     573       1       1    -.31     .14     .30     .28
     364      30      42     561       1       1    -.31     .14     .30     .28
     365      30      42     624       1       0    -.31     .14     .30     .28
     366      30      42     596       1       0    -.31     .14     .30     .28
     367      30      42     593       1       0    -.31     .14     .30     .28
     368      30      42     598       0       0    -.31     .14     .30     .28
     369      30      42     630       0       0    -.31     .14     .30     .28
     370      30      42     630       1       0    -.31     .14     .30     .28
     372      31      42     620       1       1     .24     .50     .30     .28
     371      31      42     624       0       0     .24     .50     .30     .28
     373      32       5     568       1       0     .35     .00     .17     .09
     374      33      13     533       0       1    -.86     .57     .67    -.22
     375      33      13     574       1       1    -.86     .57     .67    -.22
     376      33      13     561       1       1    -.86     .57     .67    -.22
     377      33      13     591       1       0    -.86     .57     .67    -.22
     378      33      13     548       0       1    -.86     .57     .67    -.22
     379      33      13     563       1       1    -.86     .57     .67    -.22
     380      33      13     602       1       0    -.86     .57     .67    -.22
     381      33      13     592       0       1    -.86     .57     .67    -.22
     382      33      13     548       0       0    -.86     .57     .67    -.22
     383      33      13     528       0       0    -.86     .57     .67    -.22
     384      33      13     657       0       0    -.86     .57     .67    -.22
     385      33      13     520       1       1    -.86     .57     .67    -.22
     386      33      13     584       1       0    -.86     .57     .67    -.22
     387      33      13     571       1       1    -.86     .57     .67    -.22
     388      33      13     556       1       1    -.86     .57     .67    -.22
     389      33      13     573       1       0    -.86     .57     .67    -.22
     390      33      13     582       1       0    -.86     .57     .67    -.22
     391      33      13     575       1       1    -.86     .57     .67    -.22
     392      33      13     553       0       1    -.86     .57     .67    -.22
     393      33      13     632       1       0    -.86     .57     .67    -.22
     394      33      13     554       0       1    -.86     .57     .67    -.22
     395      34      13     602       1       1    -.16    1.00     .67    -.22
     397      35      13     543       0       1    -.26    1.00     .67    -.22
     396      35      13     585       0       1    -.26    1.00     .67    -.22
     398      36      44     638       1       0    1.03     .00     .29    -.25
     399      37       5     676       1       1     .96     .13     .17     .09
     400      37       5     595       0       1     .96     .13     .17     .09
     401      37       5     687       0       0     .96     .13     .17     .09
     402      37       5     564       1       0     .96     .13     .17     .09
     403      37       5     643       1       0     .96     .13     .17     .09
     404      37       5     645       0       0     .96     .13     .17     .09
     405      37       5     634       0       0     .96     .13     .17     .09
     406      37       5     687       0       0     .96     .13     .17     .09
     407      37       5     610       1       0     .96     .13     .17     .09
     408      37       5     622       0       0     .96     .13     .17     .09
     409      37       5     651       1       0     .96     .13     .17     .09
     410      37       5     702       0       0     .96     .13     .17     .09
     412      37       5     632       1       0     .96     .13     .17     .09
     413      37       5     648       0       0     .96     .13     .17     .09
     411      37       5     604       0       0     .96     .13     .17     .09
     414      38       5     515       0       0   -2.48     .00     .17     .09
     415      39      42     559       1       1     .17    1.00     .30     .28
     417      40      34     533       0       0    -.35     .50     .09    -.74
     416      40      34     613       1       1    -.35     .50     .09    -.74
     418      41      30     634       0       1     .49    1.00     .35     .14
     419      42      13     522       1       1    -.47     .72     .67    -.22
     420      42      13     522       1       1    -.47     .72     .67    -.22
     421      42      13     578       1       1    -.47     .72     .67    -.22
     422      42      13     543       1       1    -.47     .72     .67    -.22
     423      42      13     564       1       0    -.47     .72     .67    -.22
     424      42      13     592       0       1    -.47     .72     .67    -.22
     425      42      13     554       0       1    -.47     .72     .67    -.22
     426      42      13     551       1       0    -.47     .72     .67    -.22
     427      42      13     545       0       1    -.47     .72     .67    -.22
     428      42      13     578               0    -.47     .72     .67    -.22
     429      42      13     602       0       1    -.47     .72     .67    -.22
     430      42      13     602       1       0    -.47     .72     .67    -.22
     431      42      13     626       1       1    -.47     .72     .67    -.22
     432      42      13     537       0       1    -.47     .72     .67    -.22
     433      42      13     585       1       1    -.47     .72     .67    -.22
     434      42      13     578       0       1    -.47     .72     .67    -.22
     435      42      13     615       0       0    -.47     .72     .67    -.22
     436      42      13     513       1       1    -.47     .72     .67    -.22
     437      43      27     570       0       1    -.72    1.00     .12     .38
     442      44      36     615       1       0     .07     .25     .21     .50
     438      44      36     588       1       1     .07     .25     .21     .50
     439      44      36     660       1       0     .07     .25     .21     .50
     440      44      36     657       0       0     .07     .25     .21     .50
     441      44      36     613       1       0     .07     .25     .21     .50
     443      44      36     595       0       0     .07     .25     .21     .50
     444      44      36     559       0       0     .07     .25     .21     .50
     445      44      36     554       0       0     .07     .25     .21     .50
     446      44      36     664       0       1     .07     .25     .21     .50
     447      44      36     582       0       0     .07     .25     .21     .50
     448      44      36     561       0       1     .07     .25     .21     .50
     449      44      36     605       1       0     .07     .25     .21     .50
     450      44      36     620       1       0     .07     .25     .21     .50
     451      44      36     608       1       0     .07     .25     .21     .50
     452      44      36     612       0       0     .07     .25     .21     .50
     453      44      36     607       1       1     .07     .25     .21     .50
     454      45      38     660       0       0     .08     .06     .33     .01
     455      45      38     667       0       0     .08     .06     .33     .01
     456      45      38     608       1       0     .08     .06     .33     .01
     457      45      38     613       0       0     .08     .06     .33     .01
     458      45      38     657       1       0     .08     .06     .33     .01
     459      45      38     533       1       0     .08     .06     .33     .01
     460      45      38     664       0       1     .08     .06     .33     .01
     461      45      38     608       0       0     .08     .06     .33     .01
     462      45      38     654       0       0     .08     .06     .33     .01
     463      45      38     602       0       0     .08     .06     .33     .01
     464      45      38     598       1       0     .08     .06     .33     .01
     465      45      38     586       1       0     .08     .06     .33     .01
     466      45      38     551       0       0     .08     .06     .33     .01
     467      45      38     645       1       0     .08     .06     .33     .01
     468      45      38     628       0       0     .08     .06     .33     .01
     469      45      38     643       0       0     .08     .06     .33     .01
     470      45      38     566       0       0     .08     .06     .33     .01
     471      45      38     595       0       0     .08     .06     .33     .01
     479      46      13     561       1       0    1.59     .68     .67    -.22
     472      46      13     585       0       1    1.59     .68     .67    -.22
     473      46      13     535       1       1    1.59     .68     .67    -.22
     474      46      13     557       0       1    1.59     .68     .67    -.22
     475      46      13     575       1       1    1.59     .68     .67    -.22
     476      46      13     601       1       1    1.59     .68     .67    -.22
     477      46      13     581       1       0    1.59     .68     .67    -.22
     478      46      13     577       1       1    1.59     .68     .67    -.22
     481      46      13     581       0       1    1.59     .68     .67    -.22
     482      46      13     547       1       1    1.59     .68     .67    -.22
     483      46      13     615       0       1    1.59     .68     .67    -.22
     484      46      13     571       1       0    1.59     .68     .67    -.22
     485      46      13     570       0       1    1.59     .68     .67    -.22
     486      46      13     602       1       1    1.59     .68     .67    -.22
     487      46      13     596       1       1    1.59     .68     .67    -.22
     489      46      13     557       0       0    1.59     .68     .67    -.22
     490      46      13     551       1       1    1.59     .68     .67    -.22
     488      46      13     584       0       0    1.59     .68     .67    -.22
     480      46      13     561       0       0    1.59     .68     .67    -.22
     500      47      48     561       0       1    -.70     .47     .29    -.36
     491      47      48     608       1       1    -.70     .47     .29    -.36
     492      47      48     638       0       0    -.70     .47     .29    -.36
     493      47      48     622       0       0    -.70     .47     .29    -.36
     494      47      48     586       1       1    -.70     .47     .29    -.36
     495      47      48     543       0       1    -.70     .47     .29    -.36
     496      47      48     622       1       0    -.70     .47     .29    -.36
     497      47      48     554       1       1    -.70     .47     .29    -.36
     498      47      48     554       0       0    -.70     .47     .29    -.36
     499      47      48     605       1       1    -.70     .47     .29    -.36
     501      47      48     582       1       1    -.70     .47     .29    -.36
     502      47      48     557       0       1    -.70     .47     .29    -.36
     503      47      48     654       1       0    -.70     .47     .29    -.36
     504      47      48     607       0       0    -.70     .47     .29    -.36
     505      47      48     584       1       0    -.70     .47     .29    -.36
     506      47      48     651       1       0    -.70     .47     .29    -.36
     507      47      48     626       0       0    -.70     .47     .29    -.36
     508      47      48     595       0       0    -.70     .47     .29    -.36
     509      47      48     626       0       1    -.70     .47     .29    -.36
     511      48      11     617       1       0    -.03     .00     .63     .30
     510      48      11     556       1       0    -.03     .00     .63     .30
     512      49      10     586       0       0     .33     .06     .02     .27
     513      49      10     672       1       0     .33     .06     .02     .27
     514      49      10     654       0       0     .33     .06     .02     .27
     515      49      10     676       0       0     .33     .06     .02     .27
     516      49      10     588       1       0     .33     .06     .02     .27
     517      49      10     567       0       0     .33     .06     .02     .27
     518      49      10     657       0       0     .33     .06     .02     .27
     519      49      10     672       1       0     .33     .06     .02     .27
     520      49      10     636       0       0     .33     .06     .02     .27
     522      49      10     626       0       0     .33     .06     .02     .27
     523      49      10     681       0       0     .33     .06     .02     .27
     524      49      10     657       1       0     .33     .06     .02     .27
     525      49      10     687       0       0     .33     .06     .02     .27
     526      49      10     582       1       0     .33     .06     .02     .27
     527      49      10     561       0       1     .33     .06     .02     .27
     528      49      10     651       1       0     .33     .06     .02     .27
     529      49      10     610       0       0     .33     .06     .02     .27
     530      50      49     578       0       0   -1.39     .00     .05    -.11
     531      50      49     551       0       0   -1.39     .00     .05    -.11
     532      50      49     561       1       0   -1.39     .00     .05    -.11
     533      50      49     571       0       0   -1.39     .00     .05    -.11
     534      50      49     602       1       0   -1.39     .00     .05    -.11
     535      50      49     551       0       0   -1.39     .00     .05    -.11
     536      50      49     601       1       0   -1.39     .00     .05    -.11
